tstep,year_vector,month_vector,arrowtooth_juv,arrowtooth_adu,atka,fh_sole,gr_turbot_juv,gr_turbot_adu,kamchatka,north_rockfish,octopus,oth_flatfish,oth_rockfish,pcod_juv,pcod_adu,ak_plaice,pac_ocean_perch,pollock_juv,pollock_adu,nr_sole,rougheye_rock,sablefish,sharks,shortraker_rock,skates,yf_sole,herring,halibut_juv,halibut_adu,lg_sculpins,squids,capelin,sandlance
147,1982,3,0.907337653,0.853597926,0.872455459,0.872455459,0.832462164,0.86855592,0.845470808,0.927437173,0.979219449,0.975053647,0.83736306,0.815566356,0.835113889,0.912736853,0.833214442,0.799430462,0.846015552,0.842505583,0.846907619,0.884044675,0.915417872,0.928945272,0.928945272,0.840652339,0.818212212,0.736748788,0.704020713,0.916442869,0.830430524,0.876361369,0.814340406
148,1982,4,0.899513738,0.846237405,0.867857377,0.867857377,0.827908582,0.863804905,0.84088992,0.923709032,0.973896909,0.968683321,0.831703506,0.809067768,0.828459543,0.908579848,0.82882317,0.793987054,0.840254941,0.836234897,0.842444181,0.877320836,0.91044371,0.924049473,0.924049473,0.836221868,0.813779016,0.730879234,0.698411898,0.912779577,0.825480642,0.871742701,0.809826091
149,1982,5,0.943894634,0.887989713,0.893758561,0.893758561,0.8535728,0.890581868,0.86670447,0.944634894,1.00389226,1.004685752,0.863707158,0.845762715,0.866033996,0.93195,0.85355938,0.824579134,0.872629708,0.871604043,0.867586909,0.915356502,0.938475634,0.951627709,0.951627709,0.861178892,0.838761286,0.764044333,0.730103726,0.933340006,0.853414334,0.897759843,0.835273956
150,1982,6,1.086473378,1.022123814,0.974248508,0.974248508,0.933536267,0.974012377,0.947081762,1.00851364,1.097308301,1.118381685,0.965055777,0.96083965,0.9838691,1.003863587,0.930429076,0.918158737,0.971662462,0.98193725,0.945719894,1.035902883,1.025774894,1.037329225,1.037329225,0.938734784,0.916547155,0.868410404,0.829833616,0.996080903,0.940999622,0.978610136,0.914639286
151,1982,7,1.188078447,1.117711026,1.029402225,1.029402225,0.988509823,1.031369468,1.002292979,1.051287421,1.161494071,1.197857545,1.036141613,1.040161631,1.065092275,1.052527693,0.983102106,0.980432958,1.037565579,1.057500741,0.999258561,1.120373378,1.08575615,1.096054038,1.096054038,0.991878014,0.969978322,0.94067803,0.898890949,1.038072663,1.001686512,1.034010771,0.969266847
152,1982,8,1.265905409,1.190928458,1.070573598,1.070573598,1.029641615,1.074284645,1.043578062,1.082684691,1.209499576,1.258011404,1.090070696,1.099367153,1.125716837,1.088530836,1.022421687,1.025610092,1.085375313,1.113650531,1.039224326,1.184318652,1.130616145,1.139891179,1.139891179,1.031548591,1.009932345,0.994796652,0.950605496,1.068884574,1.047341219,1.075366466,1.010173915
153,1982,9,1.311902317,1.234201064,1.094506892,1.094506892,1.053589174,1.099270518,1.067605262,1.1007236,1.237441689,1.293304044,1.121760036,1.133713198,1.16088609,1.109331819,1.045278517,1.051265768,1.112526018,1.146126439,1.062456789,1.221813862,1.156727031,1.165374107,1.165374107,1.054609458,1.03318489,1.026261667,0.980672763,1.086582443,1.07401925,1.099406907,1.03400401
154,1982,10,1.287192971,1.210955202,1.081685511,1.081685511,1.040756739,1.085881697,1.054731029,1.091079544,1.222469428,1.2743676,1.104752528,1.115322726,1.142054834,1.098200211,1.033033812,1.037580847,1.098043638,1.128746241,1.050010852,1.201698654,1.142736031,1.151722567,1.151722567,1.042255447,1.020725732,1.009407463,0.964567262,1.077121163,1.059714801,1.086528126,1.021233297
155,1982,11,1.231599594,1.158654505,1.052533534,1.052533534,1.011608918,1.05547009,1.025480732,1.068983886,1.188455344,1.231566883,1.066349627,1.07343765,1.099165855,1.0727895,1.005193023,1.005968448,1.064589095,1.08908547,1.021712523,1.15621076,1.110950908,1.120683055,1.120683055,1.014166131,0.992418486,0.971076176,0.927938739,1.055440446,1.027299604,1.057245637,0.99223616
156,1982,12,1.107764608,1.042154008,0.985946632,0.985946632,0.945183984,0.986165115,0.958782987,1.017653785,1.110910326,1.135132443,0.980022152,0.977649162,1.001081504,1.014226731,0.941601045,0.931514431,0.98579643,0.997982752,0.957075465,1.053698983,1.038486028,1.04978478,1.04978478,0.950006483,0.927871125,0.883702266,0.844446178,1.00505536,0.953825988,0.990360632,0.926209305
157,1983,1,0.9118361,0.85782994,0.875092877,0.875092877,0.835074532,0.871281555,0.848098718,0.929573004,0.98227287,0.978711702,0.840613596,0.819297068,0.838934019,0.915119662,0.835733235,0.802550458,0.849317359,0.846104107,0.849467806,0.887906999,0.918271431,0.931753457,0.931753457,0.843193617,0.820755397,0.740119139,0.707241344,0.918541498,0.833271493,0.879010594,0.816930419
158,1983,2,0.909584357,0.855711563,0.873773263,0.873773263,0.833767408,0.869917757,0.846783829,0.928504592,0.98074507,0.976881046,0.838986824,0.817430145,0.83702235,0.913927586,0.834472974,0.800989603,0.847665548,0.844303457,0.848186834,0.885974004,0.916843633,0.930348401,0.930348401,0.841922106,0.8194829,0.738432479,0.70562961,0.9174917,0.831849873,0.877685072,0.815634465
159,1983,3,0.909584357,0.855711563,0.873773263,0.873773263,0.833767408,0.869917757,0.846783829,0.928504592,0.98074507,0.976881046,0.838986824,0.817430145,0.83702235,0.913927586,0.834472974,0.800989603,0.847665548,0.844303457,0.848186834,0.885974004,0.916843633,0.930348401,0.930348401,0.841922106,0.8194829,0.738432479,0.70562961,0.9174917,0.831849873,0.877685072,0.815634465
160,1983,4,0.947389192,0.891277296,0.895779725,0.895779725,0.855576869,0.892672829,0.868719915,0.946260178,1.006234259,1.007507204,0.866217087,0.84863468,0.868974796,0.933768926,0.855489636,0.826958516,0.875147744,0.874368297,0.869548888,0.918340721,0.940664317,0.953779739,0.953779739,0.863126379,0.840711752,0.76664231,0.732586296,0.93493676,0.855599282,0.899790055,0.837261636
161,1983,5,1.052651374,0.990305017,0.955502633,0.955502633,0.914884911,0.954552339,0.928341169,0.993790889,1.075524786,1.09165858,0.941197494,0.933934813,0.956319406,0.987210329,0.912526347,0.896610993,0.948859069,0.956218308,0.927522948,1.00752617,1.005418005,1.01736959,1.01736959,0.920672242,0.898410773,0.843959869,0.806469231,0.981623482,0.920496876,0.959780338,0.8961173
162,1983,6,1.139019553,1.071557788,1.00298111,1.00298111,0.962156816,1.003873852,0.975830747,1.030898206,1.130728585,1.159626662,1.001922665,1.002145565,1.026165037,1.029277311,0.957869352,0.95082688,1.00623427,1.02133434,0.973611128,1.079730679,1.057006141,1.067922207,1.067922207,0.966420013,0.944369252,0.906008828,0.865761832,1.018058345,0.972547088,1.007471372,0.943073152
163,1983,7,1.203876755,1.132573632,1.037831478,1.037831478,0.996924374,1.040148856,1.010740591,1.057752882,1.171316129,1.210115719,1.047122674,1.052289975,1.077511311,1.059921402,0.991152231,0.989781946,1.047459359,1.069020434,1.007440983,1.133405843,1.09493469,1.105029069,1.105029069,1,0.978153577,0.95175186,0.909472853,1.044418403,1.011009133,1.042477761,0.977633057
164,1983,8,1.26439668,1.189509088,1.069783692,1.069783692,1.028851706,1.073460487,1.042785406,1.082086643,1.208577814,1.256850661,1.089029069,1.098232409,1.124554896,1.087842701,1.021667309,1.024755348,1.08447076,1.112576351,1.038457551,1.183085085,1.129754787,1.139050128,1.139050128,1.030787479,1.009165244,0.993757967,0.949612953,1.068297772,1.046462461,1.074573023,1.009388048
165,1983,9,1.288725366,1.212396837,1.082483028,1.082483028,1.041554713,1.08671427,1.055531662,1.091680748,1.223400511,1.275543486,1.105808336,1.116467309,1.14322685,1.098893412,1.033795458,1.038436118,1.098948748,1.129828547,1.050785015,1.202947957,1.143606095,1.152571721,1.152571721,1.043023893,1.021500551,1.010456004,0.965569224,1.077711004,1.060603714,1.087329213,1.022027351
166,1983,10,1.291794919,1.215284586,1.084079587,1.084079587,1.04315228,1.088381104,1.057134527,1.092883781,1.225264548,1.277898304,1.107922806,1.118758418,1.145572873,1.100280825,1.035320208,1.040146705,1.100759016,1.131994757,1.052334823,1.205449718,1.145347969,1.154271654,1.154271654,1.044562253,1.023051739,1.012555037,0.967575013,1.078891285,1.062383581,1.088932919,1.023617102
167,1983,11,1.224250377,1.151740567,1.048647029,1.048647029,1.007726038,1.051418856,1.02158341,1.066020641,1.183923602,1.225887492,1.0612578,1.067848302,1.09344254,1.069391243,1.001481324,1.001704723,1.06007691,1.083784901,1.017939826,1.150173213,1.106716104,1.116544907,1.116544907,1.010421298,0.988646816,0.965966846,0.923056377,1.052532459,1.022989464,1.053341733,0.988374454
168,1983,12,1.199549916,1.128503063,1.035526608,1.035526608,0.994623187,1.037747894,1.00843045,1.055986886,1.168630089,1.206760942,1.04411697,1.048973809,1.074115663,1.057900841,0.988951029,0.98723044,1.044759169,1.065871575,1.005203606,1.129839177,1.092424636,1.102574964,1.102574964,0.997779149,0.975917917,0.948723385,0.90657891,1.042685149,1.008458729,1.040162573,0.975344969
169,1984,1,1.091761789,1.027099003,0.977161406,0.977161406,0.936435997,0.977037834,0.949994973,1.010792993,1.100694684,1.122547365,0.968776893,0.965024084,0.988153827,1.006446156,0.933210958,0.921491167,0.975189082,0.985933148,0.948547494,1.04032797,1.028939486,1.040430727,1.040430727,0.9415415,0.919366442,0.87221591,0.833470073,0.998319007,0.944191169,0.981536075,0.917519451
170,1984,2,0.866671397,0.815340248,0.848400432,0.848400432,0.80865165,0.843713034,0.82151447,0.907869276,0.951385727,0.94182779,0.807859869,0.781651481,0.80038614,0.890949649,0.810241353,0.770902294,0.815824966,0.80974662,0.823556987,0.849007797,0.889405851,0.903332727,0.903332727,0.817474176,0.795028244,0.706134901,0.674766764,0.897214125,0.804578413,0.852198649,0.790739454
171,1984,3,0.831807694,0.78254145,0.827458915,0.827458915,0.787946738,0.822110402,0.800676579,0.890704323,0.927177581,0.913106295,0.78238768,0.752307163,0.770338497,0.871901912,0.790241737,0.745980992,0.78945143,0.781334069,0.803228694,0.818792145,0.866781891,0.881035288,0.881035288,0.797296028,0.774862183,0.679682389,0.649489334,0.880344208,0.78216028,0.831163379,0.770225359
172,1984,4,0.869905887,0.818383166,0.85032805,0.85032805,0.810558605,0.84570267,0.823433382,0.909443174,0.953615111,0.944481102,0.810214484,0.784361387,0.803160998,0.892699167,0.812082272,0.773192663,0.818248802,0.812367238,0.82542816,0.851802632,0.891489333,0.905385156,0.905385156,0.819331528,0.796885289,0.708579406,0.677102679,0.898760855,0.806646075,0.854134897,0.792629238
173,1984,5,0.9118361,0.85782994,0.875092877,0.875092877,0.835074532,0.871281555,0.848098718,0.929573004,0.98227287,0.978711702,0.840613596,0.819297068,0.838934019,0.915119662,0.835733235,0.802550458,0.849317359,0.846104107,0.849467806,0.887906999,0.918271431,0.931753457,0.931753457,0.843193617,0.820755397,0.740119139,0.707241344,0.918541498,0.833271493,0.879010594,0.816930419
174,1984,6,0.960302681,0.903425946,0.903226116,0.903226116,0.862962017,0.90037818,0.876146533,0.952238566,1.014864352,1.017917023,0.875479838,0.859225317,0.879819271,0.940464353,0.862601105,0.835713779,0.884413201,0.884556875,0.876777228,0.929354996,0.94872944,0.961708269,0.961708269,0.870301331,0.84789893,0.776225494,0.741743772,0.940810021,0.863655531,0.907269783,0.844587016
175,1984,7,1.009842992,0.950032086,0.931475953,0.931475953,0.891004231,0.929636245,0.904339795,0.974783809,1.0476288,1.057623204,0.910843638,0.899528626,0.92108857,0.965781507,0.88958033,0.868756555,0.919381474,0.923261278,0.904199833,0.971417732,0.979348723,0.991787228,0.991787228,0.897521392,0.875183221,0.81273701,0.776633363,0.962956174,0.89431078,0.935646092,0.872411224
176,1984,8,1.064251199,1.001217809,0.961954829,0.961954829,0.92130266,0.961248348,0.93479012,0.998868911,1.083020664,1.100839858,0.949391972,0.943190139,0.965796565,0.992948751,0.918688338,0.904046939,0.956728329,0.965070851,0.933786206,1.017273357,1.012422987,1.024239553,1.024239553,0.92688924,0.904651804,0.852367425,0.814503303,0.986610204,0.927546661,0.966261419,0.902489844
177,1984,9,1.115843865,1.049754748,0.990365499,0.990365499,0.949585522,0.990757493,0.963204302,1.021096914,1.116050031,1.141474782,0.985691134,0.984001885,1.007586488,1.018135508,0.945821162,0.9365401,0.991114959,1.004042153,0.961364936,1.060438539,1.043289082,1.05448976,1.05448976,0.954264272,0.932149893,0.8894846,0.849971648,1.008435878,0.958677402,0.994799282,0.930582098
178,1984,10,1.128060759,1.061248061,0.997026734,0.997026734,0.956222405,0.997682138,0.969870548,1.026277435,1.123799611,1.151050974,0.994252973,0.993580888,1.017395082,1.024021784,0.95218279,0.944095242,0.999110361,1.013174141,0.967831111,1.070615715,1.050531046,1.061582296,1.061582296,0.960682688,0.938601214,0.898206834,0.85830642,1.01352199,0.96599727,1.001490338,0.937176277
179,1984,11,1.145916548,1.078046288,1.006718546,1.006718546,0.965882588,1.007761165,0.979572485,1.033793732,1.135078596,1.165016995,1.00674467,1.007522253,1.031670594,1.03257314,0.961438686,0.955041399,1.010694382,1.0264548,0.977239121,1.085460418,1.061071197,1.071901635,1.071901635,0.97002121,0.947990354,0.910908348,0.870443704,1.020900871,0.976661498,1.011225539,0.946775671
180,1984,12,1.117195479,1.051026309,0.991103683,0.991103683,0.950320902,0.991524758,0.963942962,1.021671591,1.116908721,1.142535083,0.986638984,0.985063265,1.008673308,1.018788169,0.946526144,0.937378588,0.992002308,1.005054283,0.962081503,1.061565311,1.044091527,1.055275739,1.055275739,0.954975547,0.932864738,0.890450852,0.850894977,1.009000094,0.959488184,0.99554077,0.931312709
181,1985,1,1.13352843,1.066391893,1,1,0.95918549,1.000773695,0.972846563,1.02858596,1.127259329,1.155331321,0.998080834,0.997857363,1.021774055,1.026646809,0.955022325,0.947459239,1.002670387,1.017249219,0.970717313,1.075165112,1.053764139,1.064748076,1.064748076,0.963547572,0.941481281,0.902102092,0.862028642,1.015788366,0.969267075,1.004476915,0.940120543
182,1985,2,1.028533064,0.967615184,0.942008341,0.942008341,0.901469171,0.940554922,0.914858519,0.98313474,1.059854009,1.072513126,0.92411839,0.914598547,0.936519688,0.975186772,0.899638996,0.880997516,0.93233575,0.937705875,0.914423805,0.987209369,0.990773425,1.003001568,1.003001568,0.907669849,0.885362813,0.826406493,0.789695616,0.971158202,0.905776967,0.946225632,0.882798405
183,1985,3,0.8818598,0.829629073,0.857430259,0.857430259,0.817586292,0.853035063,0.830504715,0.915233299,0.961830718,0.954270947,0.818904377,0.794358011,0.813397222,0.899139702,0.81886504,0.781625361,0.827172897,0.822029832,0.832322397,0.862119457,0.899167256,0.912947219,0.912947219,0.826174844,0.803728637,0.717599437,0.68572202,0.904450867,0.814270241,0.861268902,0.799594229
184,1985,4,0.833883684,0.784494483,0.828714489,0.828714489,0.789187499,0.82340496,0.801925472,0.891736902,0.928628402,0.914822949,0.783909297,0.754061385,0.772134764,0.873046073,0.791440839,0.747476954,0.791034565,0.783034418,0.804447502,0.820596073,0.868137776,0.882372158,0.882372158,0.798505834,0.77607081,0.681262825,0.650999563,0.881359104,0.783502065,0.832424574,0.771454457
185,1985,5,0.8818598,0.829629073,0.857430259,0.857430259,0.817586292,0.853035063,0.830504715,0.915233299,0.961830718,0.954270947,0.818904377,0.794358011,0.813397222,0.899139702,0.81886504,0.781625361,0.827172897,0.822029832,0.832322397,0.862119457,0.899167256,0.912947219,0.912947219,0.826174844,0.803728637,0.717599437,0.68572202,0.904450867,0.814270241,0.861268902,0.799594229
186,1985,6,0.973374632,0.915723672,0.910728444,0.910728444,0.870405398,0.90814429,0.883630996,0.958246783,1.023561943,1.028428863,0.884837027,0.869910269,0.89076032,0.947200744,0.869765996,0.844516653,0.893729044,0.894828487,0.884059867,0.940483198,0.956857614,0.969696358,0.969696358,0.87753018,0.855142088,0.78589866,0.750987234,0.946712291,0.871782526,0.914805698,0.851971155
187,1985,7,1.059081711,0.996354499,0.959082395,0.959082395,0.918445313,0.958267113,0.931918945,0.99660961,1.079683356,1.096750316,0.945741643,0.939069066,0.961576718,0.990394922,0.915945099,0.900738991,0.953227618,0.961129796,0.930997885,1.012931436,1.009304238,1.021181135,1.021181135,0.924121513,0.901873199,0.848623385,0.810925582,0.984391552,0.924407265,0.963376126,0.899652534
188,1985,8,1.129425482,1.062531954,0.997769316,0.997769316,0.956962405,0.998454222,0.970613787,1.026854216,1.124663647,1.152119657,0.995208631,0.994648905,1.018488697,1.024677527,0.952891972,0.944935894,1,1.014191967,0.968551949,1.07175155,1.051338485,1.062372959,1.062372959,0.961398201,0.93932049,0.899179571,0.859235946,1.014088246,0.966813765,1.002236244,0.937911563
189,1985,9,1.209667198,1.13802112,1.040911628,1.040911628,1,1.043357834,1.013828082,1.060110666,1.174906048,1.214602386,1.05114301,1.056721317,1.082048864,1.062620257,0.994093843,0.993185899,1.05106167,1.073227165,1.010430938,1.138175842,1.098289398,1.108308653,1.108308653,1.002967871,0.981141525,0.955799515,0.913340702,1.046732424,1.014418882,1.045571701,0.980691318
190,1985,10,1.221321468,1.148985132,1.04709594,1.04709594,1.006176598,1.049802236,1.020028155,1.06483688,1.182115196,1.223622625,1.05922751,1.065617373,1.091158141,1.068034322,1,1,1.058272848,1.081668707,1.016434157,1.147765455,1.105026191,1.114893388,1.114893388,1.008926751,0.987141703,0.963927892,0.921107998,1.051370747,1.021270054,1.051783701,0.986833535
191,1985,11,1.17387497,1.104348791,1.0217915,1.0217915,0.980915291,1.023445653,0.994667855,1.045433387,1.152628614,1.186815131,1.026253479,1.029210143,1.053878301,1.045841989,0.975833694,0.971950654,1.028588987,1.047091152,0.991870698,1.108633554,1.07747151,1.087950533,1.087950533,0.984544718,0.962599038,0.930684242,0.889341107,1.032326675,0.993280025,1.026365974,0.961716994
192,1985,12,1.169643208,1.100367667,1.019517954,1.019517954,0.978647121,1.02107914,0.992390409,1.043681602,1.149980764,1.183521122,1.023304503,1.025938603,1.050528348,1.043842941,0.973662408,0.969409365,1.02589961,1.043980075,0.989663729,1.105131577,1.074997128,1.08552978,1.08552978,0.982354049,0.960395019,0.927699809,0.88648925,1.030607158,0.990770762,1.02408225,0.959462361
193,1986,1,0.998775701,0.939620288,0.925207443,0.925207443,0.884778426,0.923140502,0.898081329,0.969799568,1.040355262,1.048783445,0.902966155,0.890569932,0.911915155,0.960175145,0.883593764,0.861449913,0.911649053,0.914667299,0.898114883,0.962046952,0.972551431,0.985112845,0.985112845,0.891481385,0.869126532,0.804615346,0.768872482,0.958060525,0.887496023,0.929349519,0.866232604
194,1986,2,0.919757011,0.865281712,0.879725809,0.879725809,0.839664299,0.876070325,0.852715572,0.933320261,0.98763737,0.985144718,0.846331064,0.825855964,0.845650118,0.919302508,0.840157788,0.808026869,0.855112896,0.852428227,0.853965073,0.894701424,0.92328479,0.936686363,0.936686363,0.847657667,0.825223401,0.74604583,0.712904758,0.922223398,0.83826509,0.883664267,0.821481212
195,1986,3,0.841186928,0.791365172,0.83312277,0.83312277,0.793544405,0.827950772,0.806310769,0.895358775,0.933722805,0.92085551,0.789257312,0.76022575,0.778446877,0.877061026,0.795650845,0.752727601,0.796591182,0.789007613,0.808726696,0.826937437,0.872898815,0.887065866,0.887065866,0.802753422,0.780314722,0.686817418,0.656307408,0.884918885,0.788215381,0.83685259,0.775770643
196,1986,4,0.841186928,0.791365172,0.83312277,0.83312277,0.793544405,0.827950772,0.806310769,0.895358775,0.933722805,0.92085551,0.789257312,0.76022575,0.778446877,0.877061026,0.795650845,0.752727601,0.796591182,0.789007613,0.808726696,0.826937437,0.872898815,0.887065866,0.887065866,0.802753422,0.780314722,0.686817418,0.656307408,0.884918885,0.788215381,0.83685259,0.775770643
197,1986,5,0.892856272,0.839974247,0.86393374,0.86393374,0.824023752,0.859751637,0.836981578,0.920523173,0.969355884,0.963254574,0.826881578,0.803528105,0.822787105,0.905029763,0.825076009,0.789338226,0.835335213,0.830887127,0.838635438,0.871593101,0.906199903,0.919871787,0.919871787,0.832441257,0.809996681,0.725877097,0.693631967,0.909649048,0.821259897,0.867801498,0.805975063
198,1986,6,0.973374632,0.915723672,0.910728444,0.910728444,0.870405398,0.90814429,0.883630996,0.958246783,1.023561943,1.028428863,0.884837027,0.869910269,0.89076032,0.947200744,0.869765996,0.844516653,0.893729044,0.894828487,0.884059867,0.940483198,0.956857614,0.969696358,0.969696358,0.87753018,0.855142088,0.78589866,0.750987234,0.946712291,0.871782526,0.914805698,0.851971155
199,1986,7,1.043707484,0.981890855,0.950511044,0.950511044,0.909921351,0.94937357,0.92335312,0.989854793,1.069727112,1.084567688,0.934870553,0.926778834,0.948991913,0.982766252,0.907759267,0.890845022,0.942757099,0.949370009,0.922677526,1,1,1.012054805,1.012054805,0.915862608,0.893583542,0.83746186,0.800259878,0.977758001,0.915048108,0.954766401,0.8911892
200,1986,8,1.113144988,1.04721572,0.988890595,0.988890595,0.948116297,0.989224566,0.961728503,1.019948264,1.114334428,1.139356965,0.983798025,0.981881345,1.005415123,1.016831213,0.944412595,0.934863868,0.989341049,1.002019802,0.95993322,1.058188007,1.041685852,1.052919358,1.052919358,0.952843131,0.930721674,0.887554262,0.84812706,1.007308127,0.957057737,0.993317774,0.929122431
201,1986,9,1.178120223,1.108342606,1.024069505,1.024069505,0.983188159,1.025817068,0.996949953,1.047187218,1.155281899,1.190117763,1.0292105,1.032488116,1.05723484,1.047844113,0.97800924,0.974493551,1.031280066,1.050207692,0.994081998,1.11214474,1.079950968,1.090376035,1.090376035,0.986739685,0.96480756,0.933675011,0.892199019,1.034048172,0.995795134,1.028654178,0.963976387
202,1986,10,1.19093723,1.120400488,1.030930333,1.030930333,0.990035014,1.032960787,1.003824227,1.052460939,1.163274431,1.200077588,1.038130031,1.042360444,1.067343789,1.053868932,0.984561484,0.982131403,1.039362997,1.059589872,1.000741922,1.122733656,1.087419868,1.097681088,1.097681088,0.993350419,0.971460202,0.942685189,0.900808944,1.039224482,1.003375638,1.035545721,0.970783185
203,1986,11,1.183801598,1.113687485,1.027113793,1.027113793,0.986225969,1.02898659,1,1.049528834,1.158828077,1.194534718,1.033165744,1.036868721,1.06172044,1.050518395,0.980916603,0.977886498,1.03487073,1.054371539,0.99703714,1.116840664,1.083264821,1.093617435,1.093617435,0.989673001,0.967759271,0.937672534,0.896018963,1.03634657,0.999157723,1.031712094,0.966996324
204,1986,12,1.150072448,1.081956043,1.008966909,1.008966909,0.968124256,1.010100027,0.981823677,1.035533822,1.137695783,1.168262513,1.009648422,1.010757003,1.034982875,1.034554745,0.963585923,0.957572682,1.01337317,1.029534541,0.979421646,1.088910432,1.063516938,1.074295575,1.074295575,0.972187615,0.950168966,0.913856627,0.873261013,1.022609073,0.97913784,1.013483968,0.949003465
205,1987,1,1.022268888,0.961722022,0.938485724,0.938485724,0.897968513,0.936902482,0.911340025,0.980345017,1.055764638,1.067527906,0.919673142,0.909556009,0.93135629,0.972043159,0.896274818,0.876908587,0.928008548,0.932874218,0.911004339,0.981921286,0.986951831,0.999250869,0.999250869,0.90427564,0.881957758,0.821831494,0.785323848,0.968418288,0.901939807,0.942687245,0.879323542
206,1987,2,0.941571399,0.885804078,0.892413416,0.892413416,0.852239142,0.889190386,0.865363213,0.943552607,1.002333697,1.002808954,0.86203773,0.843851978,0.864077463,0.93073907,0.852274735,0.822994905,0.870953162,0.869764653,0.866281152,0.913371693,0.937019098,0.950195467,0.950195467,0.859882779,0.837463272,0.762316065,0.728452232,0.932276706,0.851960599,0.896408675,0.833951246
207,1987,3,0.932330022,0.877110049,0.887051166,0.887051166,0.846923579,0.88364435,0.860017129,0.939233355,0.996121547,0.995335011,0.855390769,0.836240293,0.85628334,0.92590885,0.847153667,0.816674341,0.864264281,0.862434693,0.861075924,0.905469716,0.931213604,0.944486022,0.944486022,0.854715997,0.83228955,0.755432737,0.721874677,0.928033131,0.846168768,0.891022419,0.828679635
208,1987,4,0.979369223,0.921363216,0.914157163,0.914157163,0.873808096,0.911694522,0.887052236,0.960987631,1.02753781,1.033240938,0.88912175,0.874798189,0.895765393,0.950276302,0.873040499,0.848533373,0.89797983,0.899524765,0.887388184,0.945579332,0.960573181,0.97334708,0.97334708,0.880833914,0.858453025,0.790325294,0.755217227,0.949404711,0.875500142,0.918249767,0.855347102
209,1987,5,1.038627241,0.977111504,0.947669199,0.947669199,0.907096003,0.946425721,0.920513693,0.987610904,1.066426864,1.08053533,0.931273343,0.922706494,0.944821967,0.980234296,0.905045243,0.887557255,0.939277744,0.945471301,0.919918898,0.995720855,0.996915868,1.009028957,1.009028957,0.913124356,0.89083566,0.833764926,0.796727171,0.975554309,0.911947981,0.951911834,0.888384231
210,1987,6,1.144534201,1.076745815,1.005970075,1.005970075,0.9651364,1.006982624,0.978823113,1.033214164,1.134207398,1.163937044,1.005778512,1.006445458,1.03056799,1.03191329,0.960723881,0.954198063,1.009801901,1.025429462,0.976512568,1.084312442,1.060257069,1.071104702,1.071104702,0.969300023,0.947265143,0.909927016,0.869505965,1.020331918,0.975837334,1.010473718,0.946034121
211,1987,7,1.224250377,1.151740567,1.048647029,1.048647029,1.007726038,1.051418856,1.02158341,1.066020641,1.183923602,1.225887492,1.0612578,1.067848302,1.09344254,1.069391243,1.001481324,1.001704723,1.06007691,1.083784901,1.017939826,1.150173213,1.106716104,1.116544907,1.116544907,1.010421298,0.988646816,0.965966846,0.923056377,1.052532459,1.022989464,1.053341733,0.988374454
212,1987,8,1.308791297,1.231274303,1.09289708,1.09289708,1.051977541,1.097589009,1.065988491,1.09951522,1.235561401,1.290922678,1.119620684,1.131405455,1.158523034,1.107935662,1.043741111,1.049555233,1.110715806,1.143946601,1.060894117,1.219284701,1.154969978,1.163660063,1.163660063,1.053058328,1.031620245,1.0241459,0.978650983,1.085397023,1.072221622,1.097789888,1.032399975
213,1987,9,1.34019111,1.260814371,1.109087282,1.109087282,1.068191717,1.114506196,1.082252905,1.111635254,1.254477321,1.314921865,1.141188222,1.154595478,1.182268877,1.121957509,1.059203115,1.066654387,1.128811376,1.16583654,1.076610226,1.244766657,1.172646083,1.18089855,1.18089855,1.068658358,1.047360282,1.045417245,0.998977406,1.097286016,1.090321766,1.114052572,1.048539748
214,1987,10,1.332280643,1.253372425,1.105020525,1.105020525,1.064117754,1.110255595,1.078166623,1.108597752,1.249724755,1.308883294,1.135759962,1.148774704,1.176308591,1.118439509,1.055319271,1.062381312,1.124289296,1.160345185,1.072662554,1.238356469,1.168205027,1.176568478,1.176568478,1.064739843,1.043405745,1.040075888,0.993873325,1.094306578,1.085770862,1.109967608,1.044484056
215,1987,11,1.2434387,1.169792406,1.058778083,1.058778083,1.017849156,1.061980891,1.03174379,1.073736429,1.195738078,1.240705284,1.07454459,1.082416125,1.108359526,1.078244389,1.011156707,1.012795567,1.07181405,1.097596098,1.027774215,1.16592487,1.117756433,1.127331927,1.127331927,1.020183051,0.998479618,0.979286425,0.935784269,1.060104176,1.034230441,1.063518143,0.998442911
216,1987,12,1.060371979,0.997568346,0.959799784,0.959799784,0.919158897,0.959011636,0.932635992,0.997174075,1.080516811,1.097771353,0.946652972,0.940098196,0.962630515,0.991032866,0.916630222,0.90156552,0.95410231,0.962114073,0.931694267,1.01401544,1.010083111,1.021944974,1.021944974,0.924812752,0.902567128,0.849558293,0.811818959,0.984945866,0.925191189,0.964096727,0.900361101
217,1988,1,1.007374128,0.947709448,0.930079658,0.930079658,0.889617284,0.928189162,0.902945615,0.973674491,1.046008478,1.055652735,0.90908745,0.897532398,0.919044497,0.964533265,0.888246838,0.867130356,0.917660511,0.921346774,0.902844426,0.969328604,0.977834495,0.990300527,0.990300527,0.896175996,0.87383399,0.810927005,0.774903762,0.961866592,0.892792195,0.934243546,0.871034728
