tstep,year_vector,month_vector,arrowtooth_juv,arrowtooth_adu,atka,fh_sole,gr_turbot_juv,gr_turbot_adu,kamchatka,north_rockfish,octopus,oth_flatfish,oth_rockfish,pcod_juv,pcod_adu,ak_plaice,pac_ocean_perch,pollock_juv,pollock_adu,nr_sole,rougheye_rock,sablefish,sharks,shortraker_rock,skates,yf_sole,herring,halibut_juv,halibut_adu,lg_sculpins,squids,capelin,sandlance
123,1980,3,1.013559452,1.026738413,0.942382065,0.942382065,0.93871919,0.948253548,0.940098406,0.925566137,0.975375764,0.983722777,0.985672155,1.016863953,1.014211999,0.934310237,0.930026157,0.975228189,0.980560241,1.000374117,0.934390851,1.001810779,0.959326219,0.959420526,0.959420526,0.932404317,0.932402032,1.028112027,1.031901647,0.917015072,0.958224936,0.943587217,0.937290586
124,1980,4,0.994409687,1.00733965,0.957167254,0.957167254,0.951478168,0.961142116,0.953387748,0.952324904,0.98898627,0.98617631,0.985825102,1.004634271,1.002014211,0.9560222,0.944617492,0.975206434,0.980538367,0.993711895,0.949050664,0.99331399,0.972730202,0.974473034,0.974473034,0.947032962,0.945582577,1.015718903,1.019462842,0.943746499,0.966329067,0.958391313,0.949307671
125,1980,5,0.976769992,0.989470592,0.971476372,0.971476372,0.963782974,0.973571899,0.966216243,0.978684536,1.002120655,0.988408236,0.985840156,0.99444754,0.991854048,0.977259602,0.958738998,0.976942329,0.982283753,0.988611992,0.963238444,0.985665697,0.985665697,0.989040864,0.989040864,0.961190578,0.958306048,1.005167476,1.008872522,0.970086874,0.974055228,0.97271873,0.960880711
126,1980,6,0.955312619,0.967734217,0.989963183,0.989963183,0.979619476,0.989569249,0.982743813,1.013427986,1.019036529,0.991107241,0.985693998,0.983775351,0.981209691,1.005024639,0.976983422,0.982049821,0.987419171,0.984118418,0.981568491,0.97668574,1.002325991,1.00786192,1.00786192,0.979481655,0.97469831,0.993754807,0.997417787,1.004816783,0.98387734,0.991229183,0.975752778
127,1980,7,0.942281853,0.954534016,1.001891063,1.001891063,0.989802274,0.999855471,0.993380775,1.036268276,1.02992007,0.992751725,0.985516922,0.978431076,0.975879354,1.023135602,0.988754911,0.987257725,0.992655549,0.982552511,0.993395224,0.971466855,1.013045423,1.020005459,1.020005459,0.991283245,0.98524819,0.987791247,0.991432244,1.027655781,0.990125268,1.003172316,0.98530252
128,1980,8,0.932835713,0.944965052,1.010933388,1.010933388,0.997503948,1.007635369,1.001430894,1.053812237,1.038155123,0.993954078,0.985347108,0.975210828,0.972667504,1.036968974,0.99767868,0.992309667,0.997735113,0.982101175,1.002360873,0.967827227,1.021156467,1.029211271,1.029211271,1.000229832,0.993232404,0.984037641,0.987664803,1.045203065,0.994817905,1.012226205,0.992518922
129,1980,9,0.926480102,0.938526801,1.01723016,1.01723016,1.002858305,1.01304411,1.007029948,1.066149647,1.043881969,0.994771055,0.985213471,0.973400983,0.970862379,1.046655473,1.003892892,0.996431152,1.001879131,0.982175917,1.008604249,0.965459551,1.026797158,1.03562189,1.03562189,1.006459935,0.99878562,0.981827774,0.98544679,1.057545169,0.998064413,1.01853103,0.997532717
130,1980,10,0.9262634,0.938307281,1.017448111,1.017448111,1.003043508,1.013231194,1.007223651,1.06657849,1.044080081,0.994799054,0.985208642,0.973344777,0.97080632,1.046991544,1.004107985,0.996583052,1.002031861,0.982184345,1.008820352,0.965380096,1.02699229,1.035843781,1.035843781,1.006675578,0.998977737,0.981757337,0.985376094,1.057974211,0.998176481,1.018749259,0.997706095
131,1980,11,0.934613081,0.946765529,1.009204209,1.009204209,0.996032307,1.006148782,0.999892349,1.050441674,1.036581343,0.993726895,0.985381702,0.97577036,0.973225577,1.034316628,0.995972172,0.991266231,0.996685971,0.982137109,1.000646357,0.968501604,1.019606375,1.027450828,1.027450828,0.998518961,0.991706455,0.984703073,0.988332687,1.041831563,0.993923351,1.010494815,0.99114043
132,1980,12,0.964433162,0.976973351,0.981944485,0.981944485,0.972758607,0.982638696,0.975581236,0.99826138,1.011706458,0.989960381,0.985778251,0.988053307,0.985476491,0.992936122,0.969069861,0.979413617,0.984768553,0.985767434,0.97361779,0.980451421,0.995106591,0.999698243,0.999698243,0.971547858,0.967594372,0.998388814,1.002068874,0.989654405,0.979638309,0.98320023,0.969312794
133,1981,1,0.98206377,0.994833204,0.967105536,0.967105536,0.960028809,0.969779604,0.962301053,0.970584064,0.998112532,0.987740508,0.985848403,0.997383943,0.994782792,0.970749048,0.95442547,0.976217981,0.981555445,0.990024369,0.958904672,0.987939557,0.981718226,0.984591002,0.984591002,0.95686602,0.95442291,1.008235698,1.011952053,0.961991504,0.97170703,0.968342305,0.957351469
134,1981,2,0.999390128,1.012384851,0.953252092,0.953252092,0.948104044,0.957733722,0.949872102,0.945192128,0.98538609,0.985541791,0.98579893,1.007706365,1.005078293,0.950249841,0.940753663,0.975040131,0.980371155,0.9953417,0.945168702,0.995506916,0.969184608,0.970487085,0.970487085,0.943159253,0.942095712,1.018856188,1.022611691,0.936620246,0.96419531,0.954471144,0.946131436
135,1981,3,1.003359168,1.016405499,0.950168219,0.950168219,0.945444068,0.955046729,0.947101197,0.939597705,0.982548342,0.985034424,0.985771204,1.010211016,1.007576412,0.945714745,0.937710224,0.974997959,0.980328753,0.996694323,0.94211098,0.997263533,0.966389907,0.967347455,0.967347455,0.940108032,0.939347492,1.021401243,1.025166127,0.931031328,0.962508455,0.951383328,0.943626611
136,1981,4,0.983333894,0.996119842,0.966066979,0.966066979,0.959136209,0.968877938,0.961370327,0.968665628,0.99715966,0.987580075,0.98584875,0.998104476,0.995501446,0.969205099,0.953400529,0.976071502,0.981408165,0.990379003,0.957874921,0.988488029,0.980779778,0.983533667,0.983533667,0.955838459,0.953499804,1.008984966,1.012704083,0.960074383,0.971147563,0.967302419,0.956512134
137,1981,5,0.961528962,0.974031388,0.984470548,0.984470548,0.974921278,0.984823332,0.977838632,1.003023092,1.014016771,0.990325457,0.985754975,0.986647032,0.984073883,0.996736756,0.971562803,0.980172283,0.985531368,0.985197465,0.976122432,0.979243364,0.99738201,1.002269977,1.002269977,0.974047175,0.969833287,0.996875918,1.000550402,0.994414506,0.980977152,0.985729524,0.971343293
138,1981,6,0.947574062,0.959895038,0.996975229,0.996975229,0.985608901,0.995619507,0.988999462,1.026814048,1.025437502,0.992082451,0.985596865,0.980484188,0.977927112,1.015652755,0.98390353,0.984917855,0.990302885,0.983066677,0.988521075,0.97356116,1.008630415,1.015000745,1.015000745,0.986419459,0.980902746,0.990111883,0.993761435,1.018201334,0.987558463,0.998250195,0.981371042
139,1981,7,0.939327795,0.951541547,1.004680564,1.004680564,0.992179803,1.002257149,0.995865423,1.041659075,1.032461949,0.993126499,0.985467541,0.9773603,0.97481137,1.02739352,0.991507839,0.98871079,0.994116558,0.982344223,0.996161071,0.970314376,1.015549009,1.022845395,1.022845395,0.994043212,0.987712496,0.986561438,0.990197902,1.033047192,0.991576847,1.005965385,0.987530831
140,1981,8,0.930189146,0.942284072,1.013533446,1.013533446,0.999715734,1.009869621,1.003743519,1.058894428,1.040520613,0.994293347,0.985293341,0.974420057,0.971878795,1.04096337,1.000244647,0.993949594,0.999384006,0.982092704,1.004938882,0.966832736,1.023486362,1.031858338,1.031858338,1.00280236,0.995526096,0.983084364,0.986708012,1.050286947,0.996160525,1.014829588,0.994590343
141,1981,9,0.925614282,0.937649723,1.018102301,1.018102301,1.003599352,1.013792683,1.007805018,1.067866416,1.044674676,0.994882984,0.985194071,0.973178676,0.970640652,1.048000596,1.004753598,0.997042771,1.002494095,0.982212015,1.009468994,0.96514262,1.027577944,1.036509799,1.036509799,1.007322842,0.999554344,0.981548371,0.985166357,1.05926275,0.998512736,1.019404286,0.998226428
142,1981,10,0.928437815,0.940509969,1.015271103,1.015271103,1.001193221,1.011362114,1.005288556,1.062300443,1.042100904,0.994518564,0.985256283,0.973925594,0.971385622,1.043637072,1.001959521,0.99509388,1.000534548,0.982117805,1.006661804,0.966181273,1.02504288,1.033627412,1.033627412,1.00452162,0.997058484,0.982479178,0.986100595,1.053694285,0.997056185,1.016569467,0.995973817
143,1981,11,0.941142485,0.953379833,1.002962988,1.002962988,0.990716061,1.00077854,0.994335685,1.038337567,1.030896992,0.99289616,0.985498279,0.978011495,0.975460867,1.024770789,0.989812782,0.987805197,0.993206015,0.982465262,0.99445806,0.971020888,1.014007626,1.021096765,1.021096765,0.992343821,0.986195282,0.987311156,0.990950384,1.029725264,0.990683489,1.004245613,0.986159019
144,1981,12,0.973029218,0.985681178,0.974607477,0.974607477,0.966469951,0.976286168,0.969019138,0.984513968,1.004989855,0.988879314,0.985827702,0.992440009,0.989851752,0.981936189,0.96182905,0.977570617,0.982915476,0.98768076,0.966342998,0.984071427,0.988491502,0.992228579,0.992228579,0.964288532,0.961085996,1.003054924,1.006752183,0.975913083,0.97573115,0.975853839,0.963405821
145,1982,1,0.993367897,1.006284314,0.957992807,0.957992807,0.952189229,0.961860399,0.954128749,0.953833266,0.989745049,0.986308756,0.985829361,1.004001958,1.001383548,0.957241474,0.945432221,0.975257899,0.980590114,0.993380855,0.949869217,0.99285697,0.97347748,0.975313513,0.975313513,0.947849775,0.946317511,1.015070892,1.018812442,0.945253554,0.966777888,0.959217922,0.949976876
146,1982,2,1.003093551,1.016136427,0.950373622,0.950373622,0.9456213,0.955225761,0.947285802,0.939969671,0.982737406,0.985068428,0.985773249,1.010041879,1.007407717,0.946016488,0.937912934,0.974998373,0.980329169,0.996602362,0.942314642,0.997145739,0.966576103,0.967556572,0.967556572,0.940311261,0.939530586,1.02122972,1.024993971,0.931402918,0.962620979,0.951588993,0.943793528
147,1982,3,1.006290505,1.01937495,0.947910528,0.947910528,0.943495436,0.953078306,0.94507166,0.935515354,0.980469725,0.984658667,0.985746829,1.012091751,1.009452243,0.942401128,0.935482135,0.975015666,0.980346556,0.997722571,0.939872434,0.998565672,0.964342834,0.965048945,0.965048945,0.937874245,0.937334571,1.023305331,1.027077234,0.926953209,0.96127004,0.94912275,0.941791157
148,1982,4,1.008164989,1.021273808,0.946475455,0.946475455,0.94225625,0.951826533,0.943781183,0.932926291,0.979147987,0.984417897,0.98572951,1.013307811,1.010665131,0.940297728,0.934065877,0.97504794,0.980379007,0.998392709,0.93844953,0.999400368,0.963041159,0.963587925,0.963587925,0.936454366,0.936054659,1.024533463,1.028309892,0.924366926,0.960481317,0.947685841,0.940623731
149,1982,5,0.997811668,1.010785866,0.954487364,0.954487364,0.949168959,0.958809453,0.950981586,0.94743892,0.986522284,0.985743138,0.985808264,1.006724036,1.004098527,0.952069291,0.941972739,0.975078842,0.980410078,0.994816856,0.946393499,0.9948105,0.970303572,0.971744691,0.971744691,0.944381447,0.943196113,1.017854955,1.021606767,0.938864924,0.964869469,0.955707996,0.947134026
150,1982,6,0.968585137,0.981179313,0.978375218,0.978375218,0.969700667,0.979549697,0.972389958,0.991558231,1.008440167,0.989438384,0.985805764,0.990131442,0.987549206,0.987577673,0.965547391,0.978451035,0.983800708,0.986650705,0.970078789,0.982191982,0.991889655,0.996064442,0.996064442,0.968016381,0.96442922,1.000608598,1.004296841,0.98295396,0.977741037,0.979626398,0.966440947
151,1982,7,0.95083627,0.963199663,0.993994675,0.993994675,0.983064168,0.993048928,0.986341299,1.02110993,1.022717696,0.991670959,0.985640679,0.981831374,0.979270784,1.011128613,0.980962055,0.983632644,0.989010648,0.983468496,0.985565796,0.974869791,1.005951622,1.011966302,1.011966302,0.983470462,0.978266344,0.991613006,0.995268091,1.012497601,0.985996637,0.99526583,0.978984425
152,1982,8,0.938649926,0.950854864,1.005325457,1.005325457,0.992729249,1.002812175,0.99643968,1.04290805,1.033049414,0.993212641,0.985455731,0.97712253,0.97457422,1.028379105,0.992144276,0.989059909,0.994467587,0.982304771,0.996800496,0.970051681,1.016127627,1.023501947,1.023501947,0.994681276,0.988282052,0.986286184,0.989921634,1.034296361,0.991911927,1.006611102,0.988045717
153,1982,9,0.931950922,0.944068755,1.011799228,1.011799228,0.998240627,1.00837953,1.002201121,1.05550276,1.03894297,0.994067365,0.985329432,0.974940736,0.972398117,1.038298307,0.998533167,0.992846243,0.998274622,0.982092255,1.00321937,0.967493441,1.021932457,1.030092765,1.030092765,1.001086504,0.993996326,0.983713864,0.987339832,1.046894114,0.995265335,1.013093152,0.993208899
154,1982,10,0.935505646,0.947669701,1.008340854,1.008340854,0.995297332,1.005406342,0.999124017,1.048761581,1.035795396,0.993612993,0.985398614,0.97605974,0.973514202,1.032993585,0.995120136,0.990759179,0.996176147,0.982164046,0.999790322,0.968842171,1.01883226,1.026571863,1.026571863,0.997664747,0.990944413,0.985044657,0.988675531,1.040151055,0.993476217,1.009630355,0.990451902
155,1982,11,0.943883651,0.956156642,1.000392351,1.000392351,0.988524302,0.99856452,0.992045394,1.033379763,1.028553872,0.992548893,0.985542274,0.979034634,0.976481338,1.020851476,0.98727585,0.986514834,0.991908596,0.982689494,0.991909222,0.972096838,1.011699811,1.01847965,1.01847965,0.989800402,0.983923741,0.988478118,0.992121648,1.024767087,0.989343906,1.001671688,0.984104539
156,1982,12,0.964676175,0.977219523,0.981734229,0.981734229,0.972578541,0.982456801,0.975393299,0.997865703,1.01151411,0.989929833,0.985780048,0.988172774,0.985595646,0.992620088,0.968862361,0.979353386,0.984707993,0.985816945,0.973409316,0.980552866,0.994917149,0.999484185,0.999484185,0.971339828,0.967407973,0.998516919,1.002197452,0.989258874,0.979526725,0.982989705,0.969143712
157,1983,1,1.005222542,1.018293101,0.94873114,0.94873114,0.944203838,0.953793902,0.945809438,0.936997882,0.981225357,0.984795671,0.985756092,1.011403563,1.008765849,0.943604904,0.936291987,0.975004528,0.980335358,0.997345137,0.940686087,0.998090814,0.965086998,0.965884393,0.965884393,0.938686168,0.938066309,1.02260927,1.026378606,0.928434179,0.961720513,0.94994441,0.942458461
158,1983,2,1.005756235,1.018833733,0.948320782,0.948320782,0.94384961,0.953436077,0.945440516,0.936256338,0.980847509,0.984727221,0.985751518,1.011747046,1.009108437,0.943002848,0.935887009,0.975009429,0.980340286,0.997533352,0.940279209,0.99832805,0.964714884,0.965466616,0.965466616,0.938280155,0.937700407,1.022956778,1.026727396,0.927693412,0.961495297,0.949533528,0.94212479
159,1983,3,1.005756235,1.018833733,0.948320782,0.948320782,0.94384961,0.953436077,0.945440516,0.936256338,0.980847509,0.984727221,0.985751518,1.011747046,1.009108437,0.943002848,0.935887009,0.975009429,0.980340286,0.997533352,0.940279209,0.99832805,0.964714884,0.965466616,0.965466616,0.938280155,0.937700407,1.022956778,1.026727396,0.927693412,0.961495297,0.949533528,0.94212479
160,1983,4,0.997024405,1.009988366,0.955105376,0.955105376,0.949701621,0.959347525,0.951536575,0.948564269,0.987090623,0.985843473,0.98581256,1.006237082,1.003612843,0.952980188,0.942582648,0.975102948,0.980434315,0.99455794,0.947006271,0.994463641,0.970863293,0.972373877,0.972373877,0.944992915,0.943746558,1.017357965,1.021107945,0.939989234,0.965206429,0.956326798,0.947635468
161,1983,5,0.975020083,0.98769793,0.972936592,0.972936592,0.965036316,0.974837971,0.967523586,0.98140038,1.003458948,0.98862867,0.985835014,0.993501294,0.990910269,0.979439256,0.960180073,0.977223814,0.982566778,0.98816927,0.964686282,0.984918565,0.986983746,0.990527485,0.990527485,0.962635338,0.959602688,1.004173335,1.007874717,0.972801169,0.974837453,0.974180817,0.962058641
162,1983,6,0.959125702,0.971596879,0.986579888,0.986579888,0.976726221,0.986646608,0.9797229,1.007010583,1.015945118,0.990627607,0.985733204,0.985513954,0.98294376,0.999915691,0.973644487,0.980855962,0.986218784,0.98475694,0.978213885,0.97824988,0.99928124,1.004417454,1.004417454,0.976134182,0.971702128,0.995649861,0.999319825,0.998400847,0.982092678,0.987841561,0.973037574
163,1983,7,0.948270513,0.960600544,0.996335809,0.996335809,0.98506312,0.995068183,0.988429314,1.02558856,1.024854145,0.991994543,0.98560657,0.98076672,0.978208906,1.014681373,0.983272494,0.984633767,0.990017244,0.983147194,0.987887078,0.973839451,1.008055853,1.014349764,1.014349764,0.985786809,0.980337265,0.990427976,0.994078693,1.016975896,0.987223759,0.997609958,0.980859224
164,1983,8,0.938875722,0.951083596,1.005110444,1.005110444,0.992546067,1.002627133,0.996248224,1.042491517,1.032853555,0.993183941,0.985459684,0.977201395,0.97465288,1.028050451,0.991932082,0.988942955,0.994349992,0.98231756,0.996587306,0.970139109,1.015934718,1.023283046,1.023283046,0.99446854,0.988092163,0.986377576,0.990013363,1.033879761,0.991800229,1.006395814,0.98787406
165,1983,9,0.935282263,0.947443413,1.008556616,1.008556616,0.995481024,1.005591899,0.999316042,1.049181282,1.035991824,0.993641488,0.98539441,0.975986797,0.973441449,1.033324151,0.99533307,0.990885033,0.996302689,0.982156754,1.000004255,0.968756819,1.019025731,1.026791526,1.026791526,0.997878224,0.991134866,0.98495871,0.988589267,1.040570857,0.993587992,1.009846394,0.990623989
166,1983,10,0.93483598,0.946991327,1.008988294,1.008988294,0.995848511,1.005963119,0.999700208,1.050021328,1.036384797,0.993698439,0.985385954,0.975842106,0.973297136,1.033985673,0.995759088,0.991138558,0.9965576,0.982143285,1.000432272,0.968586536,1.019412788,1.027231008,1.027231008,0.998305332,0.991515887,0.984787917,0.988417844,1.04141111,0.993811559,1.010278623,0.990968253
167,1983,11,0.945032554,0.957320484,0.999323242,0.999323242,0.987612401,0.997643357,0.991092598,1.031322546,1.027579065,0.992403558,0.985559841,0.979477204,0.976922754,1.01922359,0.986220758,0.986000812,0.991391764,0.982797845,0.990849178,0.972550818,1.010739696,1.01739121,1.01739121,0.988742611,0.982978746,0.988979191,0.992624567,1.022709802,0.988785883,1.000601211,0.983249622
168,1983,12,0.94896838,0.961307486,0.995696789,0.995696789,0.984517603,0.994517126,0.987859463,1.024364812,1.024271085,0.991906489,0.985616103,0.981052616,0.978494057,1.013711045,0.982641853,0.984354445,0.989736396,0.983230771,0.987253477,0.974118907,1.007481586,1.013699191,1.013699191,0.985154555,0.979772079,0.990747122,0.994399014,1.015752217,0.986889071,0.996970121,0.980347627
169,1984,1,0.967604239,0.980185661,0.979214081,0.979214081,0.970419582,0.980275914,0.973140157,0.993131004,1.009208022,0.989561724,0.985799876,0.989633479,0.987052541,0.9888358,0.966375256,0.978665895,0.984016743,0.986434971,0.970910539,0.981779397,0.992645905,0.996918472,0.996918472,0.968846362,0.965173277,1.000078306,1.003764594,0.984526053,0.978187527,0.980466334,0.967116196
170,1984,2,1.016278148,1.02949246,0.940339054,0.940339054,0.936952497,0.946468912,0.938259311,0.921906427,0.973491873,0.983371146,0.985639035,1.018687025,1.016030317,0.931328653,0.928009933,0.975366177,0.980698984,1.001401375,0.932365164,1.003029968,0.957470948,0.957340577,0.957340577,0.930382936,0.930577993,1.029939543,1.033735899,0.913359709,0.957095067,0.941541593,0.935625235
171,1984,3,1.02535069,1.038682969,0.933613719,0.933613719,0.931130383,0.940587663,0.9322004,0.909923562,0.96728477,0.982190965,0.985508187,1.024913096,1.022240151,0.921545549,0.921372776,0.976039913,0.981376404,1.004960231,0.925696859,1.007117702,0.951358205,0.950493646,0.950493646,0.923728808,0.924568685,1.036147784,1.039967024,0.901392106,0.95335798,0.934807657,0.930134668
172,1984,4,1.015461041,1.028664728,0.940951705,0.940951705,0.937482381,0.947004177,0.938810884,0.923002928,0.97405689,0.983476924,0.985649286,1.018136973,1.015481699,0.932222286,0.928614551,0.975321482,0.980654045,1.001090665,0.93297262,1.002663244,0.95802738,0.957964304,0.957964304,0.9309891,0.93112505,1.029388634,1.033182959,0.914454892,0.957434149,0.942155027,0.936124759
173,1984,5,1.005222542,1.018293101,0.94873114,0.94873114,0.944203838,0.953793902,0.945809438,0.936997882,0.981225357,0.984795671,0.985756092,1.011403563,1.008765849,0.943604904,0.936291987,0.975004528,0.980335358,0.997345137,0.940686087,0.998090814,0.965086998,0.965884393,0.965884393,0.938686168,0.938066309,1.02260927,1.026378606,0.928434179,0.961720513,0.94994441,0.942458461
174,1984,6,0.99414902,1.007075594,0.957373599,0.957373599,0.951655909,0.961321662,0.95357297,0.952701773,0.989175936,0.986209458,0.985826208,1.004475719,1.001856073,0.956326886,0.944821132,0.975218757,0.980550758,0.993628738,0.94925526,0.993199582,0.972916993,0.974683109,0.974683109,0.947237123,0.945766282,1.015556491,1.019299831,0.94412304,0.966441285,0.958597922,0.949474954
175,1984,7,0.983588364,0.996377622,0.965859363,0.965859363,0.958957745,0.968697661,0.961184248,0.968282408,0.99696915,0.98754792,0.985848744,0.998249562,0.995646154,0.968896591,0.953195636,0.976043384,0.981379894,0.990450768,0.957669066,0.988598046,0.980592153,0.983322298,0.983322298,0.955633041,0.953315248,1.009135676,1.012855349,0.95969143,0.971035651,0.967094537,0.956344309
176,1984,8,0.972781038,0.985429772,0.974816494,0.974816494,0.966649251,0.976467288,0.969206193,0.984903904,1.005181328,0.988910549,0.985826682,0.992308866,0.989720951,0.982248752,0.962035327,0.97761587,0.982960977,0.987621015,0.966550242,0.983966043,0.988680079,0.992441376,0.992441376,0.964495336,0.961271519,1.002916461,1.00661321,0.976302817,0.975842843,0.976063123,0.963574294
177,1984,9,0.963220395,0.975744815,0.982996338,0.982996338,0.973659295,0.983548532,0.976521332,1.000242368,1.012668605,0.990112831,0.985768935,0.987461217,0.984885945,0.994517868,0.970107922,0.97972164,0.98507826,0.985524509,0.974660723,0.979945975,0.996054206,1.000769113,1.000769113,0.972588574,0.968526771,0.99775296,1.001430677,0.991634691,0.980196194,0.984253429,0.970158493
178,1984,10,0.961047078,0.973543239,0.984892101,0.984892101,0.975282066,0.985187785,0.978215257,1.003819169,1.014402213,0.990386036,0.985750792,0.986417581,0.98384503,0.997371683,0.971978829,0.98030524,0.985665051,0.985106838,0.97654041,0.9790437,0.997761631,1.002699152,1.002699152,0.974464265,0.970206829,0.996628169,1.00030174,0.995210339,0.981200268,0.986151616,0.971681987
179,1984,11,0.957929856,0.970385485,0.987636051,0.987636051,0.977629645,0.987559208,0.980666119,1.009011035,1.016910371,0.99077799,0.985721524,0.984960766,0.982392015,1.001509218,0.974686802,0.981215682,0.986580471,0.984548572,0.979261092,0.977757702,1.000231922,1.005492713,1.005492713,0.977179162,0.972637626,0.995048791,0.99871654,1.00040079,0.982650401,0.988899074,0.973885489
180,1984,12,0.962978301,0.975499573,0.983206824,0.983206824,0.973839505,0.983730572,0.976709434,1.000639088,1.012861117,0.990143263,0.985767006,0.98734385,0.984768884,0.994834534,0.970315648,0.979784625,0.98514159,0.985476854,0.974869424,0.979845243,0.99624381,1.000983405,1.000983405,0.972796831,0.968713333,0.997626727,1.001303978,0.992031276,0.980307765,0.984464183,0.970327691
181,1985,1,0.960085157,0.97256881,0.985735678,0.985735678,0.976003941,0.985916992,0.978968848,1.005413451,1.015173436,0.99050697,0.985742168,0.985962926,0.983391561,0.998642824,0.972811345,0.980576805,0.985938101,0.98492936,0.977376834,0.978645819,0.99852121,1.003557981,1.003557981,0.97529891,0.97095425,0.996136471,0.999808229,0.996804153,0.981646483,0.986996271,0.972359617
182,1985,2,0.979786936,0.992526764,0.968976974,0.968976974,0.961636683,0.971403809,0.963977759,0.974047127,0.999829083,0.988027872,0.985846201,0.996107644,0.993509822,0.973534115,0.95627237,0.97650663,0.981845673,0.989403725,0.96076024,0.986959132,0.983408797,0.986496276,0.986496276,0.958717643,0.95608589,1.006905097,1.010616548,0.965452297,0.972713698,0.970216135,0.958863188
183,1985,3,1.012475974,1.025640847,0.943199949,0.943199949,0.939426203,0.948967742,0.940834465,0.927033801,0.976129727,0.983862664,0.985684568,1.016143094,1.013493021,0.935505126,0.930833318,0.975181845,0.980513644,0.999969996,0.9352018,1.001325696,0.96006873,0.960253197,0.960253197,0.933213541,0.933132064,1.027388122,1.031175074,0.918481033,0.958676564,0.944406146,0.937956947
184,1985,4,1.024796452,1.038121524,0.934020612,0.934020612,0.93148291,0.940943771,0.932567186,0.91064574,0.967660554,0.982263371,0.985517074,1.024526666,1.021854728,0.922136051,0.921774334,0.975989759,0.981325975,1.004737273,0.926100302,1.006867195,0.951728274,0.950907896,0.950907896,0.924131393,0.924932467,1.035763868,1.039581692,0.90211332,0.953584858,0.93521507,0.930467227
185,1985,5,1.012475974,1.025640847,0.943199949,0.943199949,0.939426203,0.948967742,0.940834465,0.927033801,0.976129727,0.983862664,0.985684568,1.016143094,1.013493021,0.935505126,0.930833318,0.975181845,0.980513644,0.999969996,0.9352018,1.001325696,0.96006873,0.960253197,0.960253197,0.933213541,0.933132064,1.027388122,1.031175074,0.918481033,0.958676564,0.944406146,0.937956947
186,1985,6,0.991291358,1.004180775,0.959645312,0.959645312,0.953612131,0.963297753,0.955611683,0.9568571,0.991263521,0.986572481,0.985836591,1.002752525,1.000137373,0.959684295,0.947063059,0.975378333,0.980711206,0.992731535,0.951507709,0.991947846,0.974972941,0.976995895,0.976995895,0.949484783,0.947788305,1.013788017,1.017524838,0.948274841,0.967675145,0.96087254,0.951315858
187,1985,7,0.973774662,0.986436315,0.973980635,0.973980635,0.96593218,0.975742935,0.968458123,0.983345145,1.004415584,0.988785481,0.985830622,0.992835464,0.990246176,0.980999097,0.961210427,0.977437403,0.982781534,0.987861757,0.965721471,0.984388258,0.987925915,0.991590404,0.991590404,0.963668327,0.960529574,1.003472099,1.007170896,0.974744876,0.975396046,0.975226195,0.962900505
188,1985,8,0.960806367,0.973299398,0.985102936,0.985102936,0.975462497,0.985370049,0.978403612,1.004217473,1.014594976,0.990416298,0.985748668,0.986303385,0.983731133,0.997689307,0.9721869,0.980372423,0.985732601,0.985061996,0.976749458,0.978944048,0.997951484,1.002913799,1.002913799,0.974672867,0.970393642,0.996504769,1.000177885,0.995608523,0.981311824,0.98636272,0.971851364
189,1985,9,0.947342226,0.959660188,0.997188458,0.997188458,0.985790887,0.995803342,0.989189579,1.027222932,1.025632021,0.992111721,0.985593593,0.980390761,0.977833928,1.015976784,0.984113964,0.985013615,0.99039917,0.98304052,0.988732497,0.973468657,1.008822001,1.01521783,1.01521783,0.98663043,0.981091306,0.990007199,0.993656365,1.018610206,0.987670036,0.998463698,0.981541697
190,1985,10,0.945493224,0.957787144,0.99889592,0.99889592,0.987247856,0.997275109,0.990711722,1.030501049,1.027189384,0.992345316,0.98556674,0.979656892,0.977101973,1.018573276,0.985799039,0.985799039,0.991188888,0.98284362,0.99042548,0.972733335,1.010355888,1.016956163,1.016956163,0.988319814,0.982600988,0.989182042,0.992828166,1.021888292,0.988562694,1.000173343,0.982907835
191,1985,11,0.953185224,0.96557916,0.991870929,0.991870929,0.981249929,0.991216262,0.984446479,1.017058394,1.020778837,0.991375038,0.98566964,0.982838057,0.980274841,1.007910906,0.978866155,0.982776823,0.988150147,0.983795723,0.983460059,0.975819879,1.00404201,1.009804158,1.009804158,0.981369202,0.976387037,0.992725418,0.996384603,1.008446573,0.984881193,0.993139368,0.977282535
192,1985,12,0.953892954,0.966296093,0.991234636,0.991234636,0.980706199,0.99066701,0.983878646,1.015846589,1.020197791,0.991285929,0.985677941,0.98314721,0.980583189,1.006947806,0.978238205,0.982529981,0.987901956,0.983900339,0.982829162,0.976107371,1.00346973,1.009156361,1.009156361,0.980739646,0.975823852,0.993065594,0.996726033,1.007234957,0.984546573,0.992502262,0.976772414
193,1986,1,0.985885284,0.998704407,0.963992238,0.963992238,0.957352391,0.967076003,0.959510504,0.964840391,0.995255519,0.987257494,0.985847542,0.999569974,0.996963123,0.966124214,0.951352992,0.97580783,0.981143052,0.991109127,0.955817774,0.989593013,0.978904468,0.981421415,0.981421415,0.953785685,0.951655207,1.010504842,1.014229562,0.956251889,0.970028153,0.965225025,0.954834517
